Source Type,Underlying,Tenor Swap,Tenor Option,Portfolio,Group,Risk,dRisk,Vol Score,Risk SP01,dRisk SP01,Risk PSP01,dRisk PSP01,Risk PM01,dRisk PM01,Risk PM01P,dRisk PM01P,Risk Theta,dRisk Theta,Risk JTD,dRisk JTD
ir/bond,FAKE_REPLACE_ME - Bund,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0016 · TRADER-008,G10,3846092,109109,69.604,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - Bund,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0017 · TRADER-009,G10,-721191,-540751,50.669,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - Bund,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0018 · TRADER-009,G10,4525010,-80872,32.421,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - Gilt,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0019 · TRADER-010,G10,-4998147,-84138,28.662,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - Gilt,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0020 · TRADER-010,G10,1431555,94492,46.235,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - Gilt,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0021 · TRADER-011,G10,4787877,-28798,99.307,,,,,,,,,,,,
credit/delta,FAKE_REPLACE_ME - CDX IG,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0022 · TRADER-011,Index,-3026738,-391112,74.083,-3026738,-391112,-2481925.16,-320711.84,-3571550.84,-461512.16,-33294.12,-4302.23,242139.04,31288.96,-1059358.3,-136889.2
credit/delta,FAKE_REPLACE_ME - CDX IG,FAKE_REPLACE_ME - 3Y,,FAKE_REPLACE_ME - BOOK-0023 · TRADER-012,Index,-3974381,345676,26.441,-3974381,345676,-3258992.42,283454.32,-4689769.58,407897.68,-43718.19,3802.44,317950.48,-27654.08,-1391033.35,120986.6
credit/delta,FAKE_REPLACE_ME - CDX IG,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0024 · TRADER-012,Index,3000737,420977,69.687,3000737,420977,2460604.34,345201.14,3540869.66,496752.86,33008.11,4630.75,-240058.96,-33678.16,1050257.95,147341.95
credit/delta,FAKE_REPLACE_ME - CDX IG,FAKE_REPLACE_ME - 7Y,,FAKE_REPLACE_ME - BOOK-0025 · TRADER-013,Index,-1334457,315490,46.298,-1334457,315490,-1094254.74,258701.8,-1574659.26,372278.2,-14679.03,3470.39,106756.56,-25239.2,-467059.95,110421.5
credit/delta,FAKE_REPLACE_ME - iTraxx Main,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0026 · TRADER-013,Index,1366134,-176077,49.486,1366134,-176077,1120229.88,-144383.14,1612038.12,-207770.86,15027.47,-1936.85,-109290.72,14086.16,478146.9,-61626.95
credit/delta,FAKE_REPLACE_ME - iTraxx Main,FAKE_REPLACE_ME - 3Y,,FAKE_REPLACE_ME - BOOK-0027 · TRADER-014,Index,-4729643,498567,93.529,-4729643,498567,-3878307.26,408824.94,-5580978.74,588309.06,-52026.07,5484.24,378371.44,-39885.36,-1655375.05,174498.45
credit/delta,FAKE_REPLACE_ME - iTraxx Main,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0028 · TRADER-014,Index,2867749,-200195,70.895,2867749,-200195,2351554.18,-164159.9,3383943.82,-236230.1,31545.24,-2202.14,-229419.92,16015.6,1003712.15,-70068.25
credit/delta,FAKE_REPLACE_ME - iTraxx Main,FAKE_REPLACE_ME - 7Y,,FAKE_REPLACE_ME - BOOK-0029 · TRADER-015,Index,3313703,-312776,43.372,3313703,-312776,2717236.46,-256476.32,3910169.54,-369075.68,36450.73,-3440.54,-265096.24,25022.08,1159796.05,-109471.6
credit/delta,FAKE_REPLACE_ME - Ford CDS,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0030 · TRADER-015,Single Name,4670250,218198,27.193,4670250,218198,3829605,178922.36,5510895,257473.64,51372.75,2400.18,-373620,-17455.84,1634587.5,76369.3
credit/delta,FAKE_REPLACE_ME - Ford CDS,FAKE_REPLACE_ME - 3Y,,FAKE_REPLACE_ME - BOOK-0031 · TRADER-016,Single Name,4213189,-160807,77.776,4213189,-160807,3454814.98,-131861.74,4971563.02,-189752.26,46345.08,-1768.88,-337055.12,12864.56,1474616.15,-56282.45
credit/delta,FAKE_REPLACE_ME - Ford CDS,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0032 · TRADER-016,Single Name,1754382,-182606,71.983,1754382,-182606,1438593.24,-149736.92,2070170.76,-215475.08,19298.2,-2008.67,-140350.56,14608.48,614033.7,-63912.1
credit/delta,FAKE_REPLACE_ME - Ford CDS,FAKE_REPLACE_ME - 7Y,,FAKE_REPLACE_ME - BOOK-0033 · TRADER-017,Single Name,-280187,-166032,21.694,-280187,-166032,-229753.34,-136146.24,-330620.66,-195917.76,-3082.06,-1826.35,22414.96,13282.56,-98065.45,-58111.2
credit/vega,FAKE_REPLACE_ME - CDX IG Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0034 · TRADER-017,Index,857644,-176676,35.868,857644,-176676,703268.08,-144874.32,1012019.92,-208477.68,9434.08,-1943.44,-68611.52,14134.08,300175.4,-61836.6
credit/vega,FAKE_REPLACE_ME - CDX IG Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0035 · TRADER-018,Index,4052665,-382678,73.801,4052665,-382678,3323185.3,-313795.96,4782144.7,-451560.04,44579.31,-4209.46,-324213.2,30614.24,1418432.75,-133937.3
credit/vega,FAKE_REPLACE_ME - CDX IG Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0036 · TRADER-018,Index,4411190,315694,30.309,4411190,315694,3617175.8,258869.08,5205204.2,372518.92,48523.09,3472.63,-352895.2,-25255.52,1543916.5,110492.9
credit/vega,FAKE_REPLACE_ME - iTraxx Main Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0037 · TRADER-019,Index,2079950,-43334,54.597,2079950,-43334,1705559,-35533.88,2454341,-51134.12,22879.45,-476.67,-166396,3466.72,727982.5,-15166.9
credit/vega,FAKE_REPLACE_ME - iTraxx Main Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0038 · TRADER-019,Index,1065698,436899,90.75,1065698,436899,873872.36,358257.18,1257523.64,515540.82,11722.68,4805.89,-85255.84,-34951.92,372994.3,152914.65
credit/vega,FAKE_REPLACE_ME - iTraxx Main Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0039 · TRADER-020,Index,3852785,425060,50.346,3852785,425060,3159283.7,348549.2,4546286.3,501570.8,42380.63,4675.66,-308222.8,-34004.8,1348474.75,148771
credit/vega,FAKE_REPLACE_ME - Ford CDS Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0040 · TRADER-020,Single Name,383603,-404340,54.856,383603,-404340,314554.46,-331558.8,452651.54,-477121.2,4219.63,-4447.74,-30688.24,32347.2,134261.05,-141519
credit/vega,FAKE_REPLACE_ME - Ford CDS Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0041 · TRADER-021,Single Name,675356,-247351,58.652,675356,-247351,553791.92,-202827.82,796920.08,-291874.18,7428.92,-2720.86,-54028.48,19788.08,236374.6,-86572.85
credit/vega,FAKE_REPLACE_ME - Ford CDS Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0042 · TRADER-021,Single Name,-2424993,113286,53.076,-2424993,113286,-1988494.26,92894.52,-2861491.74,133677.48,-26674.92,1246.15,193999.44,-9062.88,-848747.55,39650.1
commo/delta,FAKE_REPLACE_ME - Brent,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0043 · TRADER-022,Oil,1042725,-232255,58.877,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - Brent,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0044 · TRADER-022,Oil,3381073,-256339,96.856,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - Brent,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0045 · TRADER-023,Oil,-3435912,-344783,66.841,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - Gold,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0046 · TRADER-023,Precious,1188338,-469198,59.801,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - Gold,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0047 · TRADER-024,Precious,4883217,456643,72.25,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - Gold,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0048 · TRADER-024,Precious,746119,33775,33.306,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - TTF Gas,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0049 · TRADER-025,Gas,370645,-27153,31.258,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - TTF Gas,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0050 · TRADER-025,Gas,4262965,-523986,21.279,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - TTF Gas,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0051 · TRADER-026,Gas,-4450796,190978,90.564,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - Brent Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0052 · TRADER-026,Oil,-4715387,517515,44.021,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - Brent Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0053 · TRADER-027,Oil,3048516,-19604,69.491,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - Brent Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0054 · TRADER-027,Oil,-1510168,-434164,48.296,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - Gold Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0055 · TRADER-028,Precious,1706640,-258366,33.465,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - Gold Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0056 · TRADER-028,Precious,681920,-207046,56.793,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - Gold Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0057 · TRADER-029,Precious,1954223,122613,56.252,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - TTF Gas Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0058 · TRADER-029,Gas,-4649904,298348,19.139,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - TTF Gas Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0059 · TRADER-030,Gas,320602,164078,73.308,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - TTF Gas Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0060 · TRADER-030,Gas,2899419,180914,44.481,,,,,,,,,,,,
fx/delta,FAKE_REPLACE_ME - EUR/USD,,,FAKE_REPLACE_ME - BOOK-0061 · TRADER-031,G10,2752475,-140707,33.286,,,,,,,,,,,,
fx/delta,FAKE_REPLACE_ME - USD/JPY,,,FAKE_REPLACE_ME - BOOK-0062 · TRADER-031,G10,4727913,-105450,25.169,,,,,,,,,,,,
fx/delta,FAKE_REPLACE_ME - GBP/USD,,,FAKE_REPLACE_ME - BOOK-0063 · TRADER-032,G10,-3045039,171520,28.055,,,,,,,,,,,,
fx/gamma,FAKE_REPLACE_ME - EUR/USD,,,FAKE_REPLACE_ME - BOOK-0064 · TRADER-032,G10,3678509,12896,32.859,,,,,,,,,,,,
fx/gamma,FAKE_REPLACE_ME - USD/JPY,,,FAKE_REPLACE_ME - BOOK-0065 · TRADER-033,G10,424478,-493115,9.551,,,,,,,,,,,,
fx/gamma,FAKE_REPLACE_ME - GBP/USD,,,FAKE_REPLACE_ME - BOOK-0066 · TRADER-033,G10,389581,-130376,81.084,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - EUR/USD Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0067 · TRADER-034,G10,2288701,332007,13.113,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - EUR/USD Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0068 · TRADER-034,G10,4054069,-257728,99.948,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - EUR/USD Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0069 · TRADER-035,G10,252740,35713,61.998,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - USD/JPY Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0070 · TRADER-035,G10,-4004334,549762,15.75,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - USD/JPY Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0071 · TRADER-036,G10,-3276942,-369506,74.553,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - USD/JPY Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0072 · TRADER-036,G10,-1681830,40255,6.897,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - GBP/USD Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0073 · TRADER-037,G10,756776,133774,58.43,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - GBP/USD Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0074 · TRADER-037,G10,912789,126772,61.839,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - GBP/USD Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0075 · TRADER-038,G10,2374166,-395974,28.216,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - USD SOFR,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0076 · TRADER-038,G10,4602448,-348423,84.548,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - USD SOFR,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0077 · TRADER-039,G10,2686748,-107688,37.112,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - USD SOFR,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0078 · TRADER-039,G10,4876339,-255739,75.228,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - USD SOFR,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0079 · TRADER-040,G10,-1993752,18890,57.12,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - USD SOFR,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0080 · TRADER-040,G10,4713637,-337710,53.119,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - EUR ESTR,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0081 · TRADER-041,G10,2445807,407741,28.356,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - EUR ESTR,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0082 · TRADER-041,G10,3575877,140931,29.451,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - EUR ESTR,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0083 · TRADER-042,G10,2613459,-121244,53.966,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - EUR ESTR,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0084 · TRADER-042,G10,-3914956,-166938,47.274,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - EUR ESTR,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0085 · TRADER-043,G10,2779559,-10779,30.225,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0086 · TRADER-043,G10,-4592661,64235,55.341,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0087 · TRADER-044,G10,1166149,-419707,6.003,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0088 · TRADER-044,G10,4085027,-190631,31.318,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0089 · TRADER-045,G10,2943370,-83907,36.637,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0090 · TRADER-045,G10,860389,267968,91.862,,,,,,,,,,,,
ir/gamma,FAKE_REPLACE_ME - USD SOFR,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0091 · TRADER-046,G10,583535,-532944,99.86,,,,,,,,,,,,
ir/gamma,FAKE_REPLACE_ME - USD SOFR,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0092 · TRADER-046,G10,395886,-532914,19.02,,,,,,,,,,,,
ir/gamma,FAKE_REPLACE_ME - USD SOFR,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0093 · TRADER-047,G10,-791042,-174334,80.564,,,,,,,,,,,,
ir/gamma,FAKE_REPLACE_ME - EUR ESTR,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0094 · TRADER-047,G10,-4676721,51406,99.334,,,,,,,,,,,,
ir/gamma,FAKE_REPLACE_ME - EUR ESTR,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0095 · TRADER-048,G10,-2320512,362618,32.117,,,,,,,,,,,,
ir/gamma,FAKE_REPLACE_ME - EUR ESTR,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0096 · TRADER-048,G10,-4607566,-186095,56.451,,,,,,,,,,,,
ir/gamma,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0097 · TRADER-049,G10,931405,326568,53.389,,,,,,,,,,,,
ir/gamma,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0098 · TRADER-049,G10,-4344228,408320,62.801,,,,,,,,,,,,
ir/gamma,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0099 · TRADER-050,G10,2710585,-80362,69.741,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0100 · TRADER-050,G10,-3962237,337903,18.729,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0101 · TRADER-051,G10,2696959,318645,30.253,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0102 · TRADER-051,G10,2790615,-137300,93.575,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0103 · TRADER-052,G10,3034566,-541492,7.501,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0104 · TRADER-052,G10,1220362,206033,7.368,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0105 · TRADER-053,G10,-1580843,-168656,68.126,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0106 · TRADER-053,G10,-1906402,-212271,69.481,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0107 · TRADER-054,G10,1551119,107640,89.988,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0108 · TRADER-054,G10,3675635,202643,63.856,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0109 · TRADER-055,G10,3093795,-29195,31.245,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0110 · TRADER-055,G10,3633987,462138,86.536,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0111 · TRADER-056,G10,1539048,304143,9.796,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0112 · TRADER-056,G10,3766822,-327571,60.749,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0113 · TRADER-057,G10,2636001,414530,56.564,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0114 · TRADER-057,G10,2232572,335603,90.427,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0115 · TRADER-058,G10,-4316024,-26980,84.928,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0116 · TRADER-058,G10,4114043,-75589,62.501,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0117 · TRADER-059,G10,4401839,-246544,12.806,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0118 · TRADER-059,G10,4549194,-147734,16.886,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0119 · TRADER-060,G10,4236421,-462153,89.51,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0120 · TRADER-060,G10,2968727,349524,70.516,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0121 · TRADER-061,G10,409111,160854,86.568,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0122 · TRADER-061,G10,1579921,315430,97.45,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0123 · TRADER-062,G10,2151005,-358528,84.501,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0124 · TRADER-062,G10,967308,267812,52.573,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0125 · TRADER-063,G10,-2874259,-378177,78.425,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0126 · TRADER-063,G10,-1544396,296181,37.569,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0127 · TRADER-064,G10,4173337,-206714,27.733,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0128 · TRADER-064,G10,3105072,48059,54.015,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0129 · TRADER-065,G10,968113,132050,81.474,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0130 · TRADER-065,G10,4190227,337840,26.427,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0131 · TRADER-066,G10,4671528,-56399,38.42,,,,,,,,,,,,
